"28.0","M","S","India","5.8","Gujarat University","53%","Computers","CSE","Information Management",,"MASTER","3.13","12.0","T/R + C","2.75","9.0","T/R + C","4.0","5.0","T/R + C","4.0","3.0",,,,,,,,,,,,,,,,,"3.15","29.0"
"34.0","M","S","India","6.3","Assam Engineering College, Guwahati, India","73.6","Mechanical Engineering","MECH","International Business",,"MASTER","3.57","14.0","T/R + C","3.43","16.0","T/R","0.0","0.0","T/R","0.0","0.0",,,,,,,,,,,,,,,,,"3.5","30.0"
"33.0","F","S","Sri Lanka","5.6","University of Jaffna, Sri Lanka","71.3","Political Science Special","GEN","Gender and Development Studies",,"MASTER","2.93","11.5","T/R + C","3.39","13.5","T/R","0.0","0.0","T/R","0.0","0.0",,,,,,,,,,,,,,,,,"3.19","25.0"
"39.0","M","S","Indonesia","6","Diponegoro University, Semarang, Indonesia","3.39","Civil Engineering","CIVIL","Urban Environmental Management",,"MASTER","3.89","14.0","T/R + C","4.0","14.0","T/R","0.0","0.0","T/R","0.0","0.0",,,,,,,,,,,,,,,,,"3.95","28.0"
"30.0","M","S","Thailand","5.8","Chulalongkorn University, Thailand","3.07","Chemical Technology","LAB","Industrial Engineering & Management",,"MASTER","3.63","12.0","T/R + C","3.38","12.0","T/R + C","3.75","6.0","T/R","0.0","0.0",,,,,,,,,,,,,,,,,"3.55","30.0"
"28.0","F","S","Thailand","4.5","Thammasat University, Thailand","3.04","Economics","MBA","International Business",,"MASTER","3.36","14.0","T/R + C","3.42","12.0","T/R + C","3.63","12.0","T/R","0.0","0.0",,,,,,,,,,,,,,,,,"3.46","38.0"
"24.0","M","S","Thailand","4.8","King Mongkut's Institute of Tech., Ladkrabang,Thailand","2.97","Civil Engineering","CIVIL","Transportation Engineering",,"MASTER","3.25","12.0","T/R + C","3.25","12.0","T/R","0.0","0.0","T/R","0.0","0.0",,,,,,,,,,,,,,,,,"3.25","24.0"
"26.0","M","S","Bangladesh","6.6","Bangladesh University of Engineering & Technology, Dhaka, Bangladesh","3.86","Computer Science & Engineering","CSE","Computer Science",,"MASTER","3.75","12.0","T/R + C","4.0","12.0","T/R + C","4.0","5.0","T/R","0.0","0.0",,,,,,,,,,,,,,,,,"3.89","29.0"
"30.0","M","S","Thailand","5.6","Kasetsart University, Thailand","3.19","Mechanical Engineering","MECH","Agricultural Systems & Engineering",,"MASTER","4.0","15.0","T/R + C","4.0","12.0","T/R","0.0","0.0","T/R","0.0","0.0",,,,,,,,,,,,,,,,,"4.0","27.0"
"26.0","M","S","Thailand","5","Chiang Mai University, Thailand","3.40","Civil Engineering","CIVIL","Structural Engineering",,"MASTER","4.0","12.0","T/R + C","3.88","12.0","T/R","0.0","0.0","T/R","0.0","0.0",,,,,,,,,,,,,,,,,"3.94","24.0"
"27.0","M","S","India","5.5","Banaras Hindu University, Varanasi, India","7.52","Chemical Engineering","LAB","Environmental Engineering and Management",,"MASTER","3.88","12.0","T/R + C","3.71","12.0","T/R + C","4.0","2.0","T/R","0.0","0.0",,,,,,,,,,,,,,,,,"3.81","26.0"
"31.0","M","S","Thailand","4.5","Rajamangala Institute of Technology, Thailand","2.89","Agricultural Machinery Engg.","ENV","Agricultural Systems & Engineering",,"MASTER","2.9","15.0","T/R + C","2.75","12.0","T/R","0.0","0.0","T/R","0.0","0.0",,,,,,,,,,,,,,,,,"2.83","27.0"
"26.0","F","S","Thailand","5","Chiang Mai University, Thailand","3.19","Industrial Engineering","ISE","Transportation Engineering",,"MASTER","3.5","9.0","T/R + C","3.13","12.0","T/R + C","4.0","3.0","T/R","0.0","0.0",,,,,,,,,,,,,,,,,"3.38","24.0"
"31.0","F","S","Sri Lanka","6","University of Peradeniya, Sri Lanka","3.63","Bio-Technology","LAB","Food Engineering and Bioprocess Technology",,"MASTER","3.63","12.0","T/R + C","3.88","12.0","T/R","0.0","0.0","T/R","0.0","0.0",,,,,,,,,,,,,,,,,"3.75","24.0"
"25.0","M","S","Thailand","5.2","King Mongkut's University of Technology, Thonburi, Thailand","2.86","Computer Science","CSE","Management of Technology",,"MASTER","3.71","14.0","T/R + C","3.6","15.0","T/R + C","3.75","14.0","T/R","0.0","0.0",,,,,,,,,,,,,,,,,"3.68","43.0"
"32.0","F","S","Thailand","4.4","Chulalongkorn University, Thailand","3.67","Business","MBA","International Business",,"MASTER","3.36","14.0","T/R + C","3.21","14.0","T/R + C","3.5","11.0","T/R","0.0","0.0",,,,,,,,,,,,,,,,,"3.34","39.0"
"27.0","F","S","Thailand","5.3","Chulalongkorn University, Thailand","3.20","Business Information Technology","MBA","International Business",,"MASTER","3.5","14.0","T/R + C","3.69","13.0","T/R","0.0","0.0","T/R","0.0","0.0",,,,,,,,,,,,,,,,,"3.59","27.0"
"27.0","F","S","Malaysia","5.8","University Technology Malaysia","3.61","Civil Engineering","CIVIL","Geotechnical and Geoenvironmental Engineering",,"MASTER","3.35","13.0","T/R + C","3.77","13.0","T/R","0.0","0.0","T/R","0.0","0.0",,,,,,,,,,,,,,,,,"3.56","26.0"
"26.0","M","S","Vietnam","5","Cantho University, Vietnam","7.19","Environment & Natural Resources Mgt.","ENV","Natural Resources Management",,"MASTER","3.42","13.0","T/R + C","3.27","11.0","T/R","0.0","0.0","T/R","0.0","0.0",,,,,,,,,,,,,,,,,"3.35","24.0"
"34.0","M","S","Bangladesh","5.4","University of Dhaka, Bangladesh","66","Geography","ENV","Natural Resources Management",,"MASTER","3.65","13.0","T/R + C","3.77","11.0","T/R","0.0","0.0","T/R","0.0","0.0",,,,,,,,,,,,,,,,,"3.71","24.0"
"36.0","M","S","Nepal","6","Tribhuvan University, Nepal","79.3","Forestry","ENV","Natural Resources Management",,"MASTER","3.88","13.0","T/R + C","3.86","13.0","T/R","0.0","0.0","T/R","0.0","0.0",,,,,,,,,,,,,,,,,"3.88","26.0"
"34.0","F","S","Nepal","6","Tribhuvan University, Nepal","60.2","Botany ""Taxonomy""","LAB","Natural Resources Management",,"MASTER","4.0","14.0","T/R + C","4.0","13.0","T/R","0.0","0.0","T/R","0.0","0.0",,,,,,,,,,,,,,,,,"4.0","27.0"
"29.0","F","S","Lao PDR","4.6","National University of Laos","7.31","Architecture","GEN","Urban Environmental Management",,"MASTER","3.0","14.0","T/R + C","2.89","14.0","T/R","0.0","0.0","T/R","0.0","0.0",,,,,,,,,,,,,,,,,"2.95","28.0"
"32.0","M","S","Lao PDR","5.5","National University of Laos","6.81","Architecture","GEN","Urban Environmental Management",,"MASTER","3.11","14.0","T/R + C","3.39","14.0","T/R","0.0","0.0","T/R","0.0","0.0",,,,,,,,,,,,,,,,,"3.25","28.0"
"31.0","M","S","Vietnam","4","Fisheries University, Vietnam","7.0","Aquaculture","RES","Regional and Rural Development Planning",,"MASTER","3.0","12.0","T/R + C","3.42","13.0","T/R + C","3.5","8.0","T/R","0.0","0.0",,,,,,,,,,,,,,,,,"3.27","33.0"
"34.0","M","S","Nepal","5.8","Tribhuvan University, Nepal","49.5","Geography","ENV","Remote Sensing and Geographic Information Systems",,"MASTER","3.25","12.0","T/R + C","3.75","14.0","T/R","0.0","0.0","T/R","0.0","0.0",,,,,,,,,,,,,,,,,"3.5","26.0"
"25.0","M","S","Thailand","5.3","Chulalongkorn University, Thailand","2.87","Civil Engineering","CIVIL","Environmental Engineering and Management",,"MASTER","3.88","12.0","T/R + C","4.0","15.0","T/R","0.0","0.0","T/R","0.0","0.0",,,,,,,,,,,,,,,,,"3.94","27.0"
"28.0","F","S","Thailand","4.6","Bangkok University, Thailand","3.11","Marketing","MBA","International Business",,"MASTER","3.36","14.0","T/R + C","3.77","13.0","T/R","0.0","0.0","T/R","0.0","0.0",,,,,,,,,,,,,,,,,"3.56","27.0"
"32.0","M","S","Vietnam","5.5","Hue University of Agricultural and Forestry, Vietnam","7.28","Forestry","ENV","Natural Resources Management",,"MASTER","3.42","13.0","T/R + C","3.73","15.0","T/R","0.0","0.0","T/R","0.0","0.0",,,,,,,,,,,,,,,,,"3.58","28.0"
"28.0","F","S","Thailand","5.4","Srinakharinwirot University, Bangkok, Thailand","3.44","Geography","ENV","Remote Sensing and Geographic Information Systems",,"MASTER","3.67","9.0","T/R + C","3.7","15.0","T/R","0.0","0.0","T/R","0.0","0.0",,,,,,,,,,,,,,,,,"3.69","24.0"
"24.0","M","S","Thailand","4.8","Srinakharinwirot University, Bangkok, Thailand","3.06","Civil Engineering","CIVIL","Structural Engineering",,"MASTER","4.0","12.0","T/R + C","3.88","12.0","T/R","0.0","0.0","T/R","0.0","0.0",,,,,,,,,,,,,,,,,"3.94","24.0"
"29.0","M","S","Bangladesh","5.5","Bangladesh University of Engineering & Technology, Dhaka, Bangladesh","3.55","Civil Engineering","CIVIL","Construction, Engineering and Infrastructure Management",,"MASTER","3.5","12.0","T/R + C","3.88","14.0","T/R","0.0","0.0","T/R","0.0","0.0",,,,,,,,,,,,,,,,,"3.69","26.0"
"40.0","M","S","Sri Lanka","5.5","University of Jaffna, Sri Lanka","60%","Economics, Tamil & Geography","GEN","International Business",,"MASTER","2.79","14.0","T/R + C","2.86","14.0","T/R + C","3.63","12.0","T/R","0.0","0.0",,,,,,,,,,,,,,,,,"3.06","40.0"
"25.0","M","S","Thailand","4.6","Chulalongkorn University, Thailand","3.19","Economic & Finance","MBA","Management of Technology",,"MASTER","3.71","14.0","T/R + C","3.63","15.0","T/R + C","3.5","11.0","T/R","0.0","0.0",,,,,,,,,,,,,,,,,"3.63","40.0"
"38.0","F","S","Philippines","6.2","University of Southern Mindanao, North Cotabato, Philippines","1.92","Agricultural Business","ENV","Gender and Development Studies",,"MASTER","3.83","13.5","T/R + C","3.86","12.5","T/R","0.0","0.0","T/R","0.0","0.0",,,,,,,,,,,,,,,,,"3.84","26.0"
"27.0","F","S","Thailand","5.2","Chulalongkorn University, Thailand","3.44","Bangking & Finance","MBA","International Business",,"MASTER","3.71","14.0","T/R + C","3.83","12.0","T/R + C","4.0","12.0","T/R","0.0","0.0",,,,,,,,,,,,,,,,,"3.84","38.0"
"27.0","F","S","India","7.5","University of Calcutta, India","60%","Economics","MBA","International Business",,"MASTER","3.64","14.0","T/R + C","3.71","16.0","T/R","0.0","0.0","T/R","0.0","0.0",,,,,,,,,,,,,,,,,"3.68","30.0"
"30.0","M","S","Vietnam","2.8","Hanoi University of Science, Vietnam","9.22","Hydro Meteorology","CIVIL","Environmental Engineering and Management",,"MASTER","3.5","12.0","T/R + C","3.0","12.0","T/R + C","3.5","5.0","T/R","0.0","0.0",,,,,,,,,,,,,,,,,"3.28","29.0"
"25.0","M","S","Nepal","6.2","Saint Louis University, Baguio City, Philippines","79.4","Information Technology","CSE","Information Management",,"MASTER","3.13","12.0","T/R + C","3.38","12.0","T/R + C","4.0","5.0","T/R","0.0","0.0",,,,,,,,,,,,,,,,,"3.33","29.0"
"25.0","M","S","Indonesia","5.3","Petra Christian University, Indonesia","3.75","Structure","CIVIL","Structural Engineering",,"MASTER","4.0","12.0","T/R + C","4.0","12.0","T/R","0.0","0.0","T/R","0.0","0.0",,,,,,,,,,,,,,,,,"4.0","24.0"
"25.0","F","S","India","6","University of Pune, India","3.82","Civil Engineering","CIVIL","Transportation Engineering",,"MASTER","3.5","12.0","T/R + C","3.5","12.0","T/R","0.0","0.0","T/R","0.0","0.0",,,,,,,,,,,,,,,,,"3.5","24.0"
"33.0","M","S","Myanmar","5.6","Yangon Institute of Technology, Myanmar","4.88","Mechanical Engineering","MECH","Energy",,"MASTER","3.31","13.0","T/R + C","3.29","12.0","T/R + C","3.4","5.0","T/R","0.0","0.0",,,,,,,,,,,,,,,,,"3.32","30.0"
"24.0","M","S","India","5.8","University of Pune, India","63.8","Mechanical Engineering","MECH","Mechatronics",,"MASTER","3.5","12.0","T/R + C","3.25","12.0","T/R + C","3.17","5.0","T/R","0.0","0.0",,,,,,,,,,,,,,,,,"3.35","29.0"
"28.0","F","S","PR China","5.1","Northern Jiaotong University, P.R.C.","3.25","Computer Science & Technology","CSE","Computer Science",,"MASTER","3.13","12.0","T/R + C","3.63","12.0","T/R + C","4.0","5.0","T/R","0.0","0.0",,,,,,,,,,,,,,,,,"3.44","29.0"
"26.0","M","S","Thailand","5","Kasetsart University, Thailand","2.36","Electrical Engineering","ELEC","Remote Sensing and Geographic Information Systems",,"MASTER","3.63","12.0","T/R + C","3.88","12.0","T/R","0.0","0.0","T/R","0.0","0.0",,,,,,,,,,,,,,,,,"3.75","24.0"
"26.0","M","S","Thailand","5.5","Chulalongkorn University, Thailand","2.15","Industrial","ISE","Industrial Engineering & Management",,"MASTER","3.88","12.0","T/R + C","3.63","12.0","T/R + C","3.0","3.0","T/R","0.0","0.0",,,,,,,,,,,,,,,,,"3.67","27.0"
"28.0","M","S","Thailand","4.8","Mahanakorn University of Technology, Thailand","2.98","Telecom.","ELEC","Telecommunications",,"MASTER","2.38","9.0","T/R + C","3.13","12.0","T/R + C","3.0","3.0","T/R + C","3.25","12.0",,,,,,,,,,,,,,,,,"2.92","36.0"
"24.0","M","S","Thailand","5.6","Kasetsart University, Thailand","3.75","Computer","CSE","Computer Science",,"MASTER","3.9","15.0","T/R + C","3.67","11.0","T/R + C","4.0","3.0","T/R","0.0","0.0",,,,,,,,,,,,,,,,,"3.83","29.0"
"27.0","M","S","India","6.2","University of Pune, India","55.0","Electronics & Telecommunications","ELEC","Mechatronics",,"MASTER","2.88","12.0","T/R + C","3.33","9.0","T/R + C","3.75","6.0","T/R","0.0","0.0",,,,,,,,,,,,,,,,,"3.22","27.0"
"26.0","F","S","Philippines","6.5","University of San Carlos, Cebu City, Philippines","2.25","Accountancy","MBA","International Business",,"MASTER","3.14","14.0","T/R + C","3.19","15.0","T/R","0.0","0.0","T/R","0.0","0.0",,,,,,,,,,,,,,,,,"3.17","29.0"
"27.0","M","S","Thailand","4","Chiang Mai University, Thailand","2.90","Civil Engineering","CIVIL","Energy",,"MASTER","3.71","12.0","T/R + C","3.65","13.0","T/R + C","3.29","7.0","T/R","0.0","0.0",,,,,,,,,,,,,,,,,"3.59","32.0"
"46.0","F","S","Thailand","5.6","Chulalongkorn University, Thailand","2.67","Applied Statistics","GEN","Management of Technology",,"MASTER","3.57","14.0","T/R + C","3.86","14.0","T/R + C","3.33","9.0","T/R","0.0","0.0",,,,,,,,,,,,,,,,,"3.62","37.0"
"27.0","F","S","Thailand","5.8","Chulalongkorn University, Thailand","3.68","Marketing","MBA","International Business",,"MASTER","3.86","14.0","T/R + C","3.86","14.0","T/R","0.0","0.0","T/R","0.0","0.0",,,,,,,,,,,,,,,,,"3.86","28.0"
"33.0","M","S","Bangladesh","6","University of Rajshahi, Bangladesh","62.7","Geography & Environmental Studies","ENV","Regional and Rural Development Planning",,"MASTER","3.63","12.0","T/R + C","3.88","15.0","T/R + C","3.75","6.0","T/R","0.0","0.0",,,,,,,,,,,,,,,,,"3.76","33.0"
"26.0","F","S","Thailand","5.7","Kasetsart University, Thailand","3.74","Computer","CSE","Computer Science",,"MASTER","3.5","12.0","T/R + C","4.0","12.0","T/R + C","4.0","3.0","T/R","0.0","0.0",,,,,,,,,,,,,,,,,"3.78","27.0"
"26.0","F","S","Nepal","6","Tribhuvan University, Nepal","60.7","Microbiology","LAB","Food Engineering and Bioprocess Technology",,"MASTER","3.38","12.0","T/R + C","3.5","12.0","T/R","0.0","0.0","T/R","0.0","0.0",,,,,,,,,,,,,,,,,"3.44","24.0"
"34.0","F","S","Thailand","5.4","Chulalongkorn University, Thailand","3.03","Food Technology","RES","Food Engineering and Bioprocess Technology",,"MASTER","3.75","12.0","T/R + C","3.88","14.0","T/R","0.0","0.0","T/R","0.0","0.0",,,,,,,,,,,,,,,,,"3.81","26.0"
"31.0","M","S","Nepal","6","Tribhuvan University, Nepal","67.8","Forestry","ENV","Natural Resources Management",,"MASTER","4.0","14.0","T/R + C","3.91","13.0","T/R","0.0","0.0","T/R","0.0","0.0",,,,,,,,,,,,,,,,,"3.96","27.0"
"26.0","M","S","Nepal",,"Tribhuvan University, Nepal","79%","Civil Engineering","CIVIL","Geotechnical and Geoenvironmental Engineering",,"MASTER","3.85","13.0","T/R + C","3.73","13.0","T/R + C","4.0","4.0","T/R","0.0","0.0",,,,,,,,,,,,,,,,,"3.8","30.0"
"30.0","F","S","Myanmar",,"Mandalay Technological University, Myanmar","5.00","Civil Engineering","CIVIL","Geotechnical and Geoenvironmental Engineering",,"MASTER","3.12","13.0","T/R + C","3.12","13.0","T/R","0.0","0.0","T/R","0.0","0.0",,,,,,,,,,,,,,,,,"3.12","26.0"
"29.0","M","S","Pakistan",,"N.E.D. University of Eng. & Technology, Karachi","83%","Civil Engineering","CIVIL","Structural Engineering",,"MASTER","3.5","6.0","T/R + C","3.5","6.0","T/R + C","3.67","9.0","T/R + C","3.5","3.0",,,,,,,,,,,,,,,,,"3.56","24.0"
"30.0","M","S","Bangladesh","5.8","Bangladesh Institute of Technology, Rajshahi","3.80","Mechanical","MECH","Mechatronics",,"MASTER","3.25","12.0","T/R + C","3.5","12.0","T/R + C","4.0","3.0","T/R","0.0","0.0",,,,,,,,,,,,,,,,,"3.44","27.0"
"27.0","M","S","Bangladesh","5.6","American International University, Bangladesh","3.74","Computer Science","CSE","Computer Science",,"MASTER","3.38","12.0","T/R + C","3.63","12.0","T/R + C","4.0","3.0","T/R","0.0","0.0",,,,,,,,,,,,,,,,,"3.56","27.0"
"37.0","F","S","Vietnam","2.5","Fisheries University, Vietnam","Good","Aquaculture","RES","Aquaculture and Aquatic Resources Management",,"MASTER","3.73","12.0","T/R + C","3.88","13.0","T/R + C","4.0","1.0","T/R","0.0","0.0",,,,,,,,,,,,,,,,,"3.82","26.0"
"25.0","M","S","Thailand","4.9","King Mongkut's University of Technology, Thonburi, Thailand","3.60","Civil Engineering","CIVIL","Construction, Engineering and Infrastructure Management",,"MASTER","3.63","12.0","T/R + C","3.5","12.0","T/R","0.0","0.0","T/R","0.0","0.0",,,,,,,,,,,,,,,,,"3.56","24.0"
"26.0","F","S","Thailand","4.5","Thammasat University, Thailand","2.88","Economics","MBA","International Business",,"MASTER","3.21","14.0","T/R + C","3.14","14.0","T/R + C","3.83","11.0","T/R","0.0","0.0",,,,,,,,,,,,,,,,,"3.34","39.0"
"31.0","M","S","Thailand","4.8","Kasetsart University, Thailand","2.76","Irrigation Engineering","RES","Water Engineering and Management",,"MASTER","3.15","13.0","T/R + C","3.75","12.0","T/R + C","4.0","3.0","T/R + C","4.0","3.0",,,,,,,,,,,,,,,,,"3.52","31.0"
"30.0","F","S","Sri Lanka","5.6","University of Jaffna, Sri Lanka","3.21","Agricultural Chemistry","ENV","Agricultural Systems & Engineering",,"MASTER","3.6","15.0","T/R + C","3.73","13.0","T/R","0.0","0.0","T/R","0.0","0.0",,,,,,,,,,,,,,,,,"3.66","28.0"
"26.0","M","S","India","6.5","Gulbarga University, India","67.1","Industrial & Production","ISE","Mechatronics",,"MASTER","2.63","12.0","T/R + C","3.0","12.0","T/R + C","4.0","5.0","T/R","0.0","0.0",,,,,,,,,,,,,,,,,"2.94","29.0"
"25.0","M","S","Cambodia","5.6","Royal University of Phnom Penh, Cambodia","7.84","Computer","CSE","Computer Science",,"MASTER","3.25","12.0","T/R + C","3.63","12.0","T/R + C","4.0","5.0","T/R","0.0","0.0",,,,,,,,,,,,,,,,,"3.5","29.0"
"25.0","M","S","Bangladesh","5.8","American International University, Bangladesh","3.82","Computer","CSE","Computer Science",,"MASTER","3.63","12.0","T/R + C","3.5","12.0","T/R + C","4.0","5.0","T/R","0.0","0.0",,,,,,,,,,,,,,,,,"3.61","29.0"
"27.0","M","S","Bangladesh","5.3","Bangladesh University of Engineering & Technology, Dhaka, Bangladesh","2.99","Water Resources Engg.","CIVIL","Geotechnical and Geoenvironmental Engineering",,"MASTER","3.38","13.0","T/R + C","3.33","9.0","T/R + C","3.5","4.0","T/R","0.0","0.0",,,,,,,,,,,,,,,,,"3.38","26.0"
"29.0","M","S","Thailand","4.4","Kasetsart University, Thailand","2.76","Irrigation Engineering","RES","Construction, Engineering and Infrastructure Management",,"MASTER","3.0","12.0","T/R + C","3.13","12.0","T/R","0.0","0.0","T/R","0.0","0.0",,,,,,,,,,,,,,,,,"3.06","24.0"
"32.0","F","S","Thailand","5.3","Rangsit University, Thailand","3.61","Civil Engineering","CIVIL","Geotechnical and Geoenvironmental Engineering",,"MASTER","3.65","13.0","T/R + C","3.12","13.0","T/R","0.0","0.0","T/R","0.0","0.0",,,,,,,,,,,,,,,,,"3.38","26.0"
"34.0","M","S","Nepal","7","Aligarh Muslim University, India","73%","Electrical Power","ELEC","Management of Technology",,"MASTER","3.93","14.0","T/R + C","3.56","16.0","T/R","0.0","0.0","T/R","0.0","0.0",,,,,,,,,,,,,,,,,"3.73","30.0"
"29.0","F","S","Kyrgyzstan","5.2","Kyrgyz State Uni. of Construction,Transport & Architecture","4.07","International Economical Relations","MBA","International Business",,"MASTER","2.71","14.0","T/R + C","3.0","14.0","T/R + C","3.33","9.0","T/R","0.0","0.0",,,,,,,,,,,,,,,,,"2.97","37.0"
"32.0","F","S","Myanmar","6","University of Yangon, Myanmar","A-","English Literature","LANG","International Business",,"MASTER","3.21","14.0","T/R + C","3.57","14.0","T/R + C","3.67","9.0","T/R","0.0","0.0",,,,,,,,,,,,,,,,,"3.46","37.0"
"38.0","M","S","Bangladesh","6.5","University of Chittagong, Bangladesh","67.5","Marine Sc.","RES","Remote Sensing and Geographic Information Systems",,"MASTER","3.88","12.0","T/R + C","3.88","12.0","T/R","0.0","0.0","T/R","0.0","0.0",,,,,,,,,,,,,,,,,"3.88","24.0"
"25.0","M","S","Thailand","4.9","King Mongkut's University of Technology, Thonburi, Thailand","3.57","Civil Engineering","CIVIL","Construction, Engineering and Infrastructure Management",,"MASTER","3.63","12.0","T/R + C","3.63","12.0","T/R","0.0","0.0","T/R","0.0","0.0",,,,,,,,,,,,,,,,,"3.63","24.0"
