"3.22","3.14","University of Persada Indonesia Y.A.I."
"3.12","3.25","King Mongkut's Institute of Tech., Ladkrabang,Thailand"
"2.81","3.58","Bangladesh University of Engineering & Technology, Dhaka, Bangladesh"
"2.74","3.05","Mahidol University, Thailand"
"2.91","3.55","Kasetsart University, Thailand"
"3.32","3.5","Chiang Mai University, Thailand"
"2.5","3.33","Hanoi University of Technology, Vietnam"
"4.0","3.88","Bangladesh University of Engineering & Technology, Dhaka, Bangladesh"
"3.8","3.29","Northwest University of Light Industry, P.R.C."
"3.5","3.25","Technical Pedagogic University of Ho Chi Minh City, Vietnam"
"3.5","3.7","Hanoi Transport and Communication University, Vietnam"
"2.5","3.25","Ho Chi Minh City University of Technology, Vietnam"
"2.5","3.46","Ho Chi Minh City University of Technology, Vietnam"
"2.5","2.83","Pedagogy University of Technology, Ho Chi Minh City,Vietnam"
"3.0","3.28","Hanoi University of Technology, Vietnam"
"3.0","3.3","Cantho University, Vietnam"
"3.0","3.22","Hue University, Vietnam"
"3.5","3.39","Ho Chi Minh City University of Technology, Vietnam"
"2.96","3.5","Thammasat University, Thailand"
"3.27","3.56","Naresuan University, Thailand"
"3.5","3.5","Bangladesh Agricultural University, Mymensingh"
"3.59","3.61","University of Technology, Vietnam"
"2.9","3.39","Naresuan University, Thailand"
"2.96","3.7","King Mongkut's Inst. of Technology, North Bangkok, Thailand"
"2.75","3.25","Silliman University, Dumaguete City, Philippines"
"3.5","3.78","Tribhuvan University, Nepal"
"2.98","3.55","Bangladesh University of Engineering & Technology, Dhaka, Bangladesh"
"3.25","3.36","Kasetsart University, Thailand"
"3.5","3.5","Jahangirnagar University, Dhaka, Bangladesh"
"4.0","3.5","University of Engineering & Technology, Lahore, Pakistan"
"3.0","3.04","Vietnam Commercial University"
"3.17","3.13","Thammasat University, Thailand"
"4.0","3.72","Mahatma Phule Agricultural University, Rahuri, India"
"3.58","3.44","Royal Thai Air Force Academy, Thailand"
"2.74","3.64","University of Jaffna, Sri Lanka"
"3.93","3.87","Mehran University of Engineering and Technology, Pakistan"
"3.5","3.61","University of Santo Thomas, Philippines"
"3.02","3.19","Bangladesh Institute of Technology, Rajshahi"
"4.0","3.69","Bahauddin Zakariya University, Multan, Pakistan"
"3.06","3.5","Suranaree University of Tech., Nakhon Ratchasima, Thailand"
"2.85","4.0","Sophia University, Tokyo, Japan"
"2.5","3.39","Hanoi University of Technology, Vietnam"
"3.2","3.11","Mahidol University, Thailand"
"3.5","3.78","Tribhuvan University, Nepal"
"3.0","3.43","University of Calcutta, India"
"2.43","3.52","Ramkhamhaeng University, Thailand"
"3.18","3.88","University of Southern of California, USA"
"3.29","3.54","Sirindhorn Int'l Institute of Technology, Thailand"
"2.97","3.52","Thammasat University, Thailand"
"2.5","3.71","University of Wollongong, Australia"
"3.5","3.5","Banking Institute, Vietnam"
"3.0","3.84","Hanoi National Economics University, Vietnam"
"3.0","3.69","Sharif University of Technology, Iran"
"3.39","3.19","Ho Chi Minh City Polytechnic University,Vietnam"
"3.24","3.59","Ho Chi Minh City University of Technology, Vietnam"
"3.5","3.5","Tribhuvan University, Nepal"
"3.0","3.47","Hanoi University of Foreign Studies, Vietnam"
"3.0","3.66","Institute for International Relations, Hanoi, Vietnam"
"3.26","3.32","Royal University of Agriculture, Cambodia"
"3.06","3.26","National University of Laos"
"4.0","3.63","University of Lucknow , India"
"4.0","3.55","University of Rajshahi, Bangladesh"
"3.5","3.75","Foreign Trade University, Vietnam"
"3.0","3.76","St. Xavier's College, India"
"4.0","3.22","Sambalpur University, Orissa, India"
"3.0","3.31","Punjab Engineering College, India"
"3.5","3.89","Hanoi University of Trade Union, Vietnam"
"3.0","3.33","Water Resources University Hanoi, Vietnam"
"4.0","3.5","National University of Laos"
"3.0","3.36","Hanoi National Economics University, Vietnam"
"3.53","3.38","King Mongkut's Institute of Tech., Ladkrabang,Thailand"
"3.52","3.21","University of Agriculture, Faisalabad, Pakistan"
"3.63","3.56","Kasetsart University, Thailand"
"3.5","2.83","Hanoi Transport and Communication University, Vietnam"
"3.37","3.27","Sripatum University, Thailand"
"2.47","2.8","Royal University of Phnom Penh, Cambodia"
"3.6","3.31","King Mongkut's Inst. of Technology, North Bangkok, Thailand"
"3.5","3.17","University of San Jose-Recoletos, Cebu, Philippines"
"3.34","3.75","King Mongkut's University of Technology, Thonburi, Thailand"
"2.81","3.13","King Mongkut's University of Technology, Thonburi, Thailand"
"2.29","3.2","Prince of Songkla University, Hat Yai, Thailand"
"2.86","3.37","Bangladesh University of Engineering & Technology, Dhaka, Bangladesh"
"3.03","3.43","Mahidol University, Thailand"
"2.5","3.0","Ho Chi Minh City University of Technology, Vietnam"
"3.0","3.5","University of Pedagogy, Ho Chi Minh City, Vietnam"
"3.0","3.57","Vietnam National University, Hanoi"
"2.71","3.71","Seoul National University, Korea"
"3.5","3.55","Hindustan Institute of Engg. Technology"
"3.5","3.76","Tribhuvan University, Nepal"
"3.27","3.56","Thammasat University, Thailand"
"3.27","3.7","Thammasat University, Thailand"
"3.0","3.33","Yangon Technological University, Myanmar"
"3.71","3.88","Khon Kaen University, Thailand"
"3.64","3.38","Petra Christian University, Indonesia"
"3.0","3.23","Hanoi University of Science, Vietnam"
"2.42","3.42","University of Moratuwa, Sri Lanka"
"4.0","3.06","Quaid-E-Awam Univ. of Eng. Science & Tech., Nawabshah, PK"
"2.99","3.39","University of Moratuwa, Sri Lanka"
"4.0","3.93","Tribhuvan University, Nepal"
"3.5","3.53","Tribhuvan University, Nepal"
"3.0","3.34","Palawan State University, Philippines"
"3.17","3.73","King Mongkut's Institute of Tech., Ladkrabang,Thailand"
"2.5","3.56","Kasetsart University, Thailand"
"3.0","3.52","Ho Chi Minh City University of Economics, Vietnam"
"3.5","3.5","Danang Polytechnic University, Vietnam"
"3.0","3.62","Hanoi National Economics University, Vietnam"
"3.5","3.38","Ho Chi Minh City University of Economics, Vietnam"
"3.5","3.63","Hanoi National University, Vietnam"
"3.85","3.57","Mehran University of Engineering and Technology, Pakistan"
"4.0","3.67","National University of Bangladesh, Gazipur"
"2.5","3.19","University of Mining and Geology, Vietnam"
"2.63","3.17","Khulna University of Engineering and Technology"
"2.5","3.33","Ho Chi Minh City University of Technology, Vietnam"
"3.0","3.5","Hanoi National Economics University, Vietnam"
"3.5","3.57","Azerbaijan National Economic University, USSR"
"2.52","3.76","Ho Chi Minh City University of Technology, Vietnam"
"3.5","3.36","Hanoi University of Technology, Vietnam"
"2.56","3.13","Royal University of Phnom Penh, Cambodia"
"4.0","3.5","Regional Engineering College, Silchar Assam, India"
"3.5","3.56","Hanoi Architectural University, Vietnam"
"3.5","3.19","Tribhuvan University, Nepal"
"3.25","3.46","Kasetsart University, Thailand"
"2.92","3.03","Royal University of Phnom Penh, Cambodia"
"4.0","3.78","Utkal University, India"
"2.88","3.89","Bandung Institute of Technology, Indonesia"
"3.0","3.43","Hanoi National Economics University, Vietnam"
"3.21","3.43","University of Oregon, Eugene, U.S.A."
"3.57","3.63","Bandung Institute of Technology, Indonesia"
"3.28","3.04","National University of Laos"
"3.0","3.11","Yangon Institute of Technology, Myanmar"
"2.93","3.85","Khon Kaen University, Thailand"
"3.13","3.78","Khulna University, Bangladesh"
"2.98","3.57","University of Jaffna, Sri Lanka"
"3.02","3.25","Ho Chi Minh City University of Technology, Vietnam"
"3.41","3.72","Diponegoro University, Semarang, Indonesia"
"3.5","3.26","The Lao American College"
"3.5","3.94","Tribhuvan University, Nepal"
"3.31","3.5","Bandung Institute of Technology, Indonesia"
"4.0","3.71","Khulna University, Bangladesh"
"2.88","3.63","Polytechnic University of Ho Chi Minh City, Vietnam"
"2.7","3.13","Chiang Mai University, Thailand"
"3.14","3.18","Silpakorn University, Thailand"
"3.72","3.81","Kasetsart University, Thailand"
"2.5","3.42","Ho Chi Minh City University of Technology, Vietnam"
"3.0","3.21","Ho Chi Minh City University of Technology, Vietnam"
"2.42","3.15","Kasetsart University, Thailand"
"3.5","3.13","Hanoi Transport and Communication University, Vietnam"
"3.05","3.43","King Mongkut's Institute of Tech., Ladkrabang,Thailand"
"4.0","3.58","University of Chittagong, Bangladesh"
"3.71","3.57","Assumption University, Thailand"
"3.5","3.22","Hanoi University of Natural Sciences, Vietnam"
"3.14","2.79","Royal University of Agriculture, Cambodia"
"3.91","3.31","Mehran University of Engineering and Technology, Pakistan"
"3.16","3.71","University of Indonesia, Jakarta"
"4.0","3.39","Jawaharlal Nehru Tech. University, Hyderabad"
"3.43","3.83","Ho Chi Minh City University of Technology, Vietnam"
"3.5","3.61","Banking Institute, Vietnam"
"2.8","3.45","Kasetsart University, Thailand"
"2.5","3.0","Hanoi University of Natural Sciences, Vietnam"
"3.0","3.25","Yangon Technological University, Myanmar"
"3.0","3.33","University of Paris Dauphine, France"
"2.86","3.13","King Mongkut's Inst. of Technology, North Bangkok, Thailand"
"2.74","3.06","University of Dhaka, Bangladesh"
"3.0","3.75","Hanoi University of Technology, Vietnam"
"3.26","3.47","Chiang Mai University, Thailand"
"3.0","2.76","Vietnam National University, Hanoi"
"3.42","3.95","Kathmandu University, Nepal"
"3.3","3.54","Chulalongkorn University, Thailand"
"3.5","3.0","Water Resources University Hanoi, Vietnam"
"3.25","3.81","Kasetsart University, Thailand"
"3.0","3.57","Foreign Trade University, Vietnam"
"2.76","3.43","Petra Christian University, Indonesia"
"3.5","3.55","Tribhuvan University, Nepal"
"3.5","4.0","University of International Business & Econ., Beijing, P.R.C."
"3.0","3.79","Hanoi National Economics University, Vietnam"
"2.5","3.48","Hanoi National Economics University, Vietnam"
"2.59","3.08","Khulna University of Engineering and Technology"
"4.0","3.0","Mehran University of Engineering and Technology, Pakistan"
"2.93","3.11","Srinakharinwirot University, Bangkok, Thailand"
"2.5","3.39","Foreign Trade University, Vietnam"
"3.0","3.6","Shanghai Institute of Mechanical Engineering, P.R.C."
"3.25","3.11","Hebei University, P.R.C."
"3.89","3.94","Mehran University of Engineering and Technology, Pakistan"
"2.69","3.0","Chiang Mai University, Thailand"
"2.87","3.36","Jinan University, P.R.C."
"4.0","3.61","University of Allahabad, India"
"2.75","3.34","Faculty of Law and Economic Science, Phnom Penh, Cambodia"
"3.61","3.77","Chulalongkorn University, Thailand"
"3.34","3.65","Asian Institute of Technology, Thailand"
"3.16","3.89","King Mongkut's Institute of Tech., Ladkrabang,Thailand"
"3.54","3.56","Naresuan University, Thailand"
"3.0","3.5","Vietnam National University, Hanoi"
"3.21","3.64","Petra Christian University, Indonesia"
"3.0","3.5","Tribhuvan University, Nepal"
"2.93","3.44","Gadjah Mada University, Yogyakarta, Indonesia"
"2.61","3.68","Ho Chi Minh City University of Technology, Vietnam"
"3.08","3.78","American International University, Bangladesh"
"2.66","3.39","King Mongkut's Inst. of Technology, North Bangkok, Thailand"
"2.0","2.79","Yangon Institute of Technology, Myanmar"
"3.5","2.88","Hanoi Transport and Communication University, Vietnam"
"3.0","3.46","Hanoi National Economics University, Vietnam"
"3.5","3.69","North China Inst. of Water Conservancy and  Hydroelectric Power, PRC"
"3.0","3.5","Ho Chi Minh University of Natural Sciences, Vietnam"
"3.21","3.4","Universiti Malaysia Sarawak"
"2.5","3.57","Hanoi University of Foreign Studies, Vietnam"
"3.5","3.78","Bangladesh Agricultural University, Mymensingh"
"3.0","3.35","Hanoi University of Technology, Vietnam"
"2.5","3.06","Ho Chi Minh City University of Technology, Vietnam"
"2.5","3.36","National Institute for Public Administration"
"3.09","2.95","Royal Thai Air Force Academy, Thailand"
"3.5","2.94","Sindh Agricultural University, Pakistan"
"2.76","3.04","Kasetsart University, Thailand"
"3.5","3.42","Norton University, Cambodia"
"3.5","3.44","Hanoi University of Technology, Vietnam"
"3.0","3.21","Hanoi University of Technology, Vietnam"
"3.44","3.67","Chiang Mai University, Thailand"
"2.5","3.17","Hanoi University of Technology, Vietnam"
"3.2","2.78","Institute of Technology of Cambodia"
"2.99","3.56","Assumption University, Thailand"
"2.0","3.1","Yangon Technological University, Myanmar"
"4.0","3.03","Bharathidasan University, Tiruchirapalli"
"4.0","3.82","University of Rajshahi, Bangladesh"
"3.0","3.55","Ho Chi Minh City University of Technology, Vietnam"
"3.5","3.64","Hanoi University of Technology, Vietnam"
"3.0","3.52","Hanoi University of Technology, Vietnam"
"3.5","3.32",
"3.5","3.57","Hanoi Institute of Technology"
"2.5","3.64","Hanoi National Economics University, Vietnam"
"3.0","3.5","Hanoi University of Technology, Vietnam"
"4.0","3.5",
"3.07","3.6","Khulna University, Bangladesh"
"4.0","3.88","National Institute of Technology"
"3.0","4.0","University of the Philippines-Diliman, Quezon City"
"4.0","3.17","University of the Philippines, Baguio City"
"4.0","3.5","Amravati University"
"4.0","2.94","Madurai Kamaraj University, India"
"3.0","3.44","Hanoi University of Technology, Vietnam"
"3.0","3.0","Ho Chi Minh City University of Technology, Vietnam"
"2.79","3.38","Kasetsart University, Thailand"
"3.27","3.39","Thammasat University, Thailand"
"2.04","3.95","University of the Philippines Los Banos"
"3.9","3.67","University of Peradeniya, Sri Lanka"
"2.62","3.19","King Mongkut's Institute of Tech., Ladkrabang,Thailand"
"3.08","3.39","King Mongkut's Inst. of Technology, North Bangkok, Thailand"
"3.0","3.71","Indian Institute of Technology, Kanpur"
"3.5","3.05","Motilal Nehru Regional Engg. College, Allahabad, India"
"3.39","3.75","King Mongkut's Institute of Tech., Ladkrabang,Thailand"
"3.0","3.4","West Visayas State University, Iloilo City, Philippines"
"3.22","3.46","Bogor Institute of Agriculture, Indonesia"
"2.95","3.46","Kasetsart University, Thailand"
"3.0","3.29","Institute for International Relations, Hanoi, Vietnam"
"3.5","3.24","Ho Chi Minh City University of Technology, Vietnam"
"3.0","3.85","Yezin Agricultural University, Myanmar"
"3.0","2.96","Hanoi Transport and Communication University, Vietnam"
"3.0","3.12","Mandalay Technological University, Myanmar"
"3.28","3.16","Rajabhat Institute Maha Sarakham,Thailand"
"3.0","2.94","Hanoi University of Technology, Vietnam"
"2.75","3.36","Universite De Paris-Sorbonne, Paris IV"
"2.97","3.19","Khulna University of Engineering and Technology"
"3.06","3.08","University Kebangsaan Malaysia"
"4.0","3.39","University of Pune, India"
"3.0","2.83","Ho Chi Minh City University of Technology, Vietnam"
"3.5","3.31","Ho Chi Minh City University of Economics, Vietnam"
"2.75","3.28","Kasetsart University, Thailand"
"3.18","3.41","Yokohama National University, Japan"
"3.29","3.32","Indiana University, U.S.A."
"3.5","3.58","Royal University of Agriculture, Cambodia"
"2.75","3.0","Institute of Technology of Cambodia"
"2.72","3.81","Chulalongkorn University, Thailand"
"3.0","3.76","Hue University of Science, Vietnam"
"2.75","2.88","Institute of Technology of Cambodia"
"4.0","3.07","National University of Laos"
"3.5","3.38","National University of Laos"
"3.0","3.76","National University of Laos"
"3.5","3.71","Hanoi University of Civil Engineering, Vietnam"
"3.66","2.92","Royal University of Agriculture, Cambodia"
"3.23","3.57","Pusan National University, Korea"
"4.0","3.41","Bangladesh Agricultural University, Mymensingh"
"2.76","3.0","National University of Laos"
"3.84","3.75","Petra Christian University, Indonesia"
"2.78","2.94","Sirindhorn Int'l Institute of Technology, Thailand"
"3.58","3.56","Petra Christian University, Indonesia"
"3.0","3.68","Kathmandu University, Nepal"
"3.43","3.75","Thammasat University, Thailand"
"3.46","3.5","King Mongkut's University of Technology, Thonburi, Thailand"
"2.0","2.9","Yangon Technological University, Myanmar"
"3.0","3.95","Hanoi University of Technology, Vietnam"
"3.34","3.56","University Technology Malaysia"
"3.5","3.15","University of Lincoln, England"
"3.1","3.6","Chiang Mai University, Thailand"
"3.5","3.77","University of Rajshahi, Bangladesh"
"3.0","2.91","Karl Marx University of Economic Sciences, Hungary"
"3.0","3.44","Hanoi Agricultural University No. 1, Vietnam"
"3.21","3.18","Mahidol University, Thailand"
"4.0","4.0","University of Engineering & Technology, Lahore, Pakistan"
"3.09","3.44","Murray State University, U.S.A."
"3.28","3.38","King Mongkut's Inst. of Technology, North Bangkok, Thailand"
"2.99","3.83","Khulna University, Bangladesh"
"3.93","3.89","University of Peradeniya, Sri Lanka"
"3.5","3.89","Ho Chi Minh City University of Economics, Vietnam"
"3.5","3.65","Ho Chi Minh City University of Economics, Vietnam"
"3.5","3.5","Ho Chi Minh City University of Economics, Vietnam"
"3.5","4.0","University of Chittagong, Bangladesh"
"4.0","4.0","University of Chittagong, Bangladesh"
"3.5","3.73","University of Chittagong, Bangladesh"
"2.52","3.19","Kasetsart University, Thailand"
"2.27","3.25","Chiang Mai University, Thailand"
"4.0","3.73","Bangladesh University of Engineering & Technology, Dhaka, Bangladesh"
"2.27","3.17","Royal University of Agriculture, Cambodia"
"2.68","3.46","Royal University of Agriculture, Cambodia"
"3.0","3.46","Ho Chi Minh City University of Law, Vietnam"
"3.46","3.75","Kasetsart University, Thailand"
"3.167","2.89","Strayer College, U.S.A."
"3.5","3.6","Ho Chi Minh City University of Transport, Vietnam"
"3.0","3.95","Ho Chi Minh City University of Technology, Vietnam"
"3.0","3.85","Cantho University, Vietnam"
"2.5","3.24","Ho Chi Minh City University of Technology, Vietnam"
"3.0","3.0","Hanoi University of Technology, Vietnam"
"2.5","3.13","Pedagogy University of Technology, Ho Chi Minh City,Vietnam"
"2.5","2.88","Hanoi University of Technology, Vietnam"
"3.39","3.06","Khon Kaen University, Thailand"
"3.27","3.46","King Mongkut's Institute of Tech., Ladkrabang,Thailand"
"3.82","3.06","Royal Thai Air Force Academy, Thailand"
"3.2","3.3","King Mongkut's Institute of Tech., Ladkrabang,Thailand"
"3.07","3.13","Royal Thai Air Force Academy, Thailand"
"3.0","3.55","Punjab Engineering College, Panjab University, Chandigarh, India"
"3.5","3.56","University of Chittagong, Bangladesh"
"3.8","3.46","Toyo University, Japan"
"3.38","3.77","King Mongkut's University of Technology, Thonburi, Thailand"
"3.66","4.0","Kasetsart University, Thailand"
"3.55","3.85","Chiang Mai University, Thailand"
"3.5","3.85","Institute for International Relations, Hanoi, Vietnam"
"3.5","3.1","Hanoi Water Resources Engineering University, Vietnam"
"4.0","3.41","Anna University, Madras, India"
"3.19","3.5","Mahidol University, Thailand"
"3.35","3.19","Kasetsart University, Thailand"
"2.5","3.21","Hanoi Agricultural University No. 1, Vietnam"
"4.0","3.61","Kurukshetra University, India"
"4.0","3.1","Gauhati University, India"
"4.0","3.38","Northwest Institute of Light Industry, P.R.C."
"4.0","3.68","Tribhuvan University, Nepal"
"4.0","3.58","Bangladesh University of Engineering & Technology, Dhaka, Bangladesh"
"2.76","3.5","Sirindhorn Int'l Institute of Technology, Thailand"
"2.67","3.82","Bangladesh University of Engineering & Technology, Dhaka, Bangladesh"
"2.96","3.44","Bangladesh University of Engineering & Technology, Dhaka, Bangladesh"
"2.95","3.25","Bangladesh University of Engineering & Technology, Dhaka, Bangladesh"
"3.68","3.6","King Mongkut's Inst. of Technology, North Bangkok, Thailand"
"4.0","4.0","Tribhuvan University, Nepal"
"4.0","4.0","Tribhuvan University, Nepal"
"2.0","2.98","University of Yangon, Myanmar"
"4.0","3.45","Ansal Institute of Technology, India"
"3.12","3.95","Kasetsart University, Thailand"
"3.1","3.75","King Mongkut's University of Technology, Thonburi, Thailand"
"2.99","3.05","Mahidol University, Thailand"
"2.97","3.08","Royal University of Agriculture, Phnom Penh, Cambodia"
